customer_id,tenure_months,monthly_charges,support_tickets,contract_type,payment_method,total_charges,churn,avg_monthly_value,expected_annual_value
324,66,112.95,1,One year,Mailed check,7405.25,0,110.52611940298507,1326.313432835821
325,70,103.94,2,Two year,Bank transfer,7216.14,0,101.63577464788733,1219.629295774648
326,17,45.44,0,One year,Credit card,766.81,0,42.60055555555555,511.2066666666666
327,17,69.9,0,One year,Bank transfer,1249.71,0,69.42833333333334,833.1400000000001
328,3,63.88,0,Month-to-month,Credit card,221.62,1,55.405,664.86
329,11,79.54,3,One year,Credit card,839.18,0,69.93166666666666,839.1799999999998
330,40,46.75,1,One year,Credit card,1905.25,0,46.46951219512195,557.6341463414634
331,39,36.86,1,Month-to-month,Mailed check,1325.35,0,33.13375,397.605
332,27,110.39,0,Month-to-month,Credit card,2942.88,1,105.10285714285715,1261.2342857142858
333,23,111.63,1,One year,Bank transfer,2526.3,1,105.2625,1263.15
334,59,102.77,2,One year,Mailed check,6067.35,0,101.1225,1213.47
335,33,117.6,3,Month-to-month,Bank transfer,3870.66,1,113.84294117647059,1366.115294117647
336,58,91.95,3,Two year,Credit card,5326.03,1,90.27169491525423,1083.2603389830508
337,69,94.11,0,One year,Mailed check,6484.85,0,92.6407142857143,1111.6885714285715
338,23,93.88,0,Month-to-month,Bank transfer,2160.36,1,90.015,1080.18
339,15,62.87,1,Month-to-month,Bank transfer,970.06,1,60.62875,727.545
340,68,60.21,0,One year,Bank transfer,4101.75,0,59.44565217391305,713.3478260869565
341,46,36.42,0,One year,Mailed check,1661.1,0,35.34255319148936,424.1106382978723
342,21,80.93,1,Month-to-month,Bank transfer,1719.62,0,78.16454545454545,937.9745454545454
343,45,41.83,3,Month-to-month,Bank transfer,1923.66,0,41.818695652173915,501.824347826087
344,37,38.36,2,One year,Bank transfer,1391.52,1,36.618947368421054,439.4273684210526
345,65,74.46,1,One year,Credit card,4836.93,0,73.28681818181819,879.4418181818182
346,19,55.1,1,One year,Bank transfer,1105.0,0,55.25,663.0
347,71,34.07,2,Month-to-month,Credit card,2363.83,0,32.83097222222222,393.9716666666667
348,67,99.77,1,One year,Credit card,6774.83,0,99.62985294117647,1195.5582352941176
349,13,104.66,2,Month-to-month,Credit card,1293.62,1,92.40142857142857,1108.8171428571427
350,12,28.45,0,Month-to-month,Credit card,324.13,0,24.93307692307692,299.19692307692304
351,38,10.83,1,One year,Credit card,364.03,0,9.334102564102563,112.00923076923075
352,4,46.97,3,One year,Bank transfer,297.28,0,59.455999999999996,713.472
353,22,97.73,2,Month-to-month,Credit card,2124.89,1,92.38652173913043,1108.638260869565
354,31,102.31,1,One year,Credit card,3146.57,0,98.3303125,1179.9637500000001
355,69,25.22,1,Month-to-month,Mailed check,1721.64,0,24.594857142857144,295.13828571428576
356,71,95.18,1,Month-to-month,Mailed check,6762.56,0,93.92444444444445,1127.0933333333332
357,11,22.73,1,Month-to-month,Bank transfer,233.61,0,19.4675,233.61
358,64,52.91,0,Month-to-month,Credit card,3379.6,0,51.99384615384615,623.9261538461537
359,7,119.85,2,One year,Credit card,662.49,1,82.81125,993.735
360,54,31.18,1,One year,Credit card,1686.58,0,30.665090909090907,367.9810909090909
361,61,26.94,0,One year,Credit card,1644.23,0,26.51983870967742,318.23806451612904
362,64,56.51,0,Month-to-month,Mailed check,3668.57,0,56.43953846153846,677.2744615384615
363,16,78.16,3,Month-to-month,Bank transfer,1316.01,1,77.41235294117647,928.9482352941176
364,64,112.62,0,Month-to-month,Credit card,7198.29,0,110.74292307692308,1328.9150769230769
365,9,117.89,1,One year,Mailed check,1101.82,1,110.18199999999999,1322.1839999999997
366,37,17.66,3,Month-to-month,Credit card,598.34,0,15.745789473684212,188.94947368421055
367,34,25.18,2,Month-to-month,Credit card,894.49,0,25.556857142857144,306.68228571428574
368,23,96.98,1,One year,Credit card,2201.92,0,91.74666666666667,1100.96
369,2,39.77,1,One year,Credit card,20.31,0,6.77,81.24
370,55,107.33,3,Month-to-month,Mailed check,5893.87,1,105.24767857142857,1262.972142857143
371,24,82.98,1,Month-to-month,Credit card,2061.54,0,82.4616,989.5392
372,47,22.3,0,One year,Bank transfer,1057.15,0,22.023958333333336,264.2875
373,30,101.58,0,Month-to-month,Credit card,3122.22,1,100.71677419354837,1208.6012903225806
374,27,29.4,1,Month-to-month,Mailed check,756.36,0,27.012857142857143,324.1542857142857
375,63,56.58,0,Two year,Bank transfer,3616.93,1,56.51453125,678.1743749999999
376,7,70.74,2,Month-to-month,Bank transfer,462.57,1,57.82125,693.855
377,53,65.08,1,Month-to-month,Credit card,3460.51,0,64.08351851851852,769.0022222222221
378,54,85.48,2,Month-to-month,Mailed check,4626.75,1,84.12272727272727,1009.4727272727273
379,27,81.8,5,Month-to-month,Bank transfer,2241.67,1,80.05964285714286,960.7157142857143
380,19,119.12,2,Month-to-month,Credit card,2275.82,0,113.79100000000001,1365.4920000000002
381,1,119.94,0,Month-to-month,Mailed check,82.98,1,41.49,497.88
382,67,66.81,0,Month-to-month,Credit card,4520.29,1,66.47485294117647,797.6982352941176
383,68,20.47,3,Month-to-month,Credit card,1478.54,1,21.428115942028985,257.13739130434783
384,18,90.06,0,Two year,Bank transfer,1591.89,1,83.78368421052632,1005.4042105263159
385,3,117.43,1,Two year,Credit card,260.53,0,65.1325,781.5899999999999
386,9,45.02,5,Month-to-month,Bank transfer,430.15,1,43.015,516.1800000000001
387,5,60.73,0,Month-to-month,Credit card,287.09,0,47.84833333333333,574.18
388,60,56.73,0,One year,Credit card,3397.24,0,55.69245901639344,668.3095081967213
389,64,15.66,1,Two year,Credit card,1030.05,0,15.846923076923076,190.16307692307691
390,11,83.95,0,Two year,Credit card,900.63,1,75.0525,900.6299999999999
391,54,48.87,1,Month-to-month,Mailed check,2625.54,0,47.73709090909091,572.8450909090909
392,13,96.62,4,Month-to-month,Bank transfer,1251.05,1,89.36071428571428,1072.3285714285714
393,27,101.53,1,Month-to-month,Bank transfer,2814.8,1,100.52857142857144,1206.3428571428572
394,43,100.34,1,One year,Credit card,4316.12,0,98.09363636363636,1177.1236363636363
395,52,55.83,0,Month-to-month,Bank transfer,2841.38,0,53.61094339622642,643.331320754717
396,63,45.37,2,Month-to-month,Credit card,2798.52,1,43.726875,524.7225
397,4,92.37,1,Month-to-month,Credit card,376.44,1,75.288,903.4559999999999
398,14,98.15,1,Month-to-month,Bank transfer,1317.63,1,87.84200000000001,1054.1040000000003
399,20,64.04,0,One year,Bank transfer,1202.68,1,57.270476190476195,687.2457142857144
400,23,108.23,0,Month-to-month,Bank transfer,2521.07,1,105.04458333333334,1260.535
401,71,25.83,1,One year,Mailed check,1868.15,0,25.946527777777778,311.35833333333335
402,56,106.7,1,One year,Mailed check,5956.79,0,104.50508771929825,1254.061052631579
403,23,20.57,0,One year,Credit card,487.79,0,20.324583333333333,243.89499999999998
404,69,26.89,1,Month-to-month,Credit card,1864.82,0,26.640285714285714,319.6834285714286
405,36,68.72,2,One year,Credit card,2504.04,0,67.67675675675676,812.1210810810811
406,36,17.43,1,One year,Bank transfer,657.72,0,17.776216216216216,213.3145945945946
407,31,15.81,0,Month-to-month,Mailed check,359.82,1,11.244375,134.9325
408,11,10.06,3,Month-to-month,Mailed check,98.64,1,8.22,98.64000000000001
409,67,57.99,1,One year,Credit card,3911.23,0,57.518088235294115,690.2170588235294
410,1,95.21,1,Month-to-month,Mailed check,74.69,0,37.345,448.14
411,13,13.83,1,Month-to-month,Bank transfer,181.6,0,12.971428571428572,155.65714285714284
412,17,81.75,3,Month-to-month,Mailed check,1427.28,1,79.29333333333334,951.52
413,20,100.54,1,Month-to-month,Bank transfer,2014.85,1,95.9452380952381,1151.3428571428572
414,10,28.48,0,Month-to-month,Credit card,360.2,0,32.74545454545454,392.9454545454545
415,2,26.16,1,One year,Credit card,108.67,1,36.223333333333336,434.68000000000006
416,49,104.69,0,Month-to-month,Mailed check,5123.88,1,102.4776,1229.7312
417,69,100.54,0,One year,Credit card,6927.36,0,98.96228571428571,1187.5474285714286
418,9,69.28,1,Month-to-month,Credit card,481.0,0,48.1,577.2
419,22,100.11,0,Month-to-month,Credit card,2186.09,0,95.04739130434783,1140.568695652174
420,36,20.2,1,Month-to-month,Credit card,659.54,0,17.825405405405405,213.90486486486486
421,66,53.39,2,One year,Mailed check,3534.8,0,52.758208955223886,633.0985074626866
422,50,91.16,2,Two year,Credit card,4565.64,1,89.52235294117648,1074.2682352941179
423,55,38.32,0,Month-to-month,Credit card,2142.39,1,38.25696428571428,459.0835714285714
424,42,92.76,0,Month-to-month,Bank transfer,3965.75,0,92.22674418604652,1106.7209302325582
425,30,65.46,0,Month-to-month,Bank transfer,1962.49,1,63.30612903225806,759.6735483870967
426,15,92.53,3,Month-to-month,Credit card,1501.97,0,93.873125,1126.4775
427,62,61.11,2,One year,Credit card,3800.44,0,60.324444444444445,723.8933333333333
428,58,50.47,2,Month-to-month,Credit card,2861.75,1,48.50423728813559,582.0508474576271
429,2,34.11,2,Two year,Credit card,40.12,1,13.373333333333333,160.48
430,51,32.92,1,Month-to-month,Credit card,1660.28,0,31.928461538461537,383.14153846153846
431,6,92.66,0,Month-to-month,Credit card,585.57,1,83.65285714285714,1003.8342857142857
432,53,23.08,0,One year,Bank transfer,1175.88,0,21.775555555555556,261.3066666666667
433,59,19.46,2,Month-to-month,Mailed check,1133.24,0,18.887333333333334,226.64800000000002
434,10,29.39,0,One year,Mailed check,285.85,0,25.986363636363638,311.83636363636367
435,31,29.29,0,Month-to-month,Credit card,885.58,0,27.674375,332.09250000000003
436,9,100.54,0,One year,Credit card,945.43,0,94.54299999999999,1134.5159999999998
437,41,53.84,2,Month-to-month,Mailed check,2239.51,1,53.32166666666667,639.8600000000001
438,66,118.94,1,Month-to-month,Bank transfer,7908.37,0,118.03537313432835,1416.4244776119403
439,6,25.09,0,One year,Bank transfer,133.99,0,19.141428571428573,229.69714285714286
440,29,81.89,0,Month-to-month,Credit card,2434.94,0,81.16466666666666,973.9759999999999
441,70,59.36,6,Month-to-month,Credit card,4087.0,1,57.563380281690144,690.7605633802817
442,22,53.22,0,One year,Bank transfer,1101.42,0,47.88782608695652,574.6539130434783
443,10,106.26,0,Month-to-month,Bank transfer,1001.91,1,91.08272727272727,1092.9927272727273
444,35,117.32,0,Two year,Credit card,4106.66,0,114.07388888888889,1368.8866666666668
445,37,106.01,0,One year,Mailed check,3982.49,1,104.80236842105262,1257.6284210526314
446,48,31.15,1,One year,Bank transfer,1465.09,0,29.899795918367346,358.79755102040815
447,23,34.29,2,Month-to-month,Bank transfer,764.84,1,31.868333333333336,382.42
448,68,82.17,1,Month-to-month,Credit card,5576.76,0,80.82260869565218,969.8713043478261
449,37,41.8,0,Two year,Bank transfer,1575.24,0,41.45368421052632,497.4442105263158
450,21,90.82,0,Month-to-month,Bank transfer,1883.34,1,85.60636363636364,1027.2763636363636
451,69,72.31,1,Month-to-month,Credit card,4962.72,1,70.896,850.752
452,66,70.6,3,Month-to-month,Bank transfer,4592.33,1,68.54223880597014,822.5068656716417
453,36,101.14,2,Month-to-month,Bank transfer,3612.45,0,97.63378378378378,1171.6054054054055
454,2,88.16,2,Month-to-month,Mailed check,235.19,1,78.39666666666666,940.76
455,43,12.92,0,One year,Credit card,560.11,0,12.729772727272728,152.75727272727272
456,40,15.44,1,One year,Mailed check,580.61,1,14.161219512195123,169.93463414634147
457,11,76.17,0,Two year,Bank transfer,899.68,0,74.97333333333333,899.68
458,46,63.48,0,Month-to-month,Credit card,2890.82,1,61.5068085106383,738.0817021276596
459,60,38.62,1,Month-to-month,Credit card,2388.2,1,39.15081967213114,469.8098360655737
460,8,56.05,1,Month-to-month,Credit card,518.58,1,57.620000000000005,691.44
461,52,93.37,3,One year,Credit card,4858.04,0,91.6611320754717,1099.9335849056604
462,10,100.93,0,Month-to-month,Bank transfer,934.37,0,84.94272727272727,1019.3127272727272
463,54,71.73,1,Month-to-month,Bank transfer,3987.9,0,72.50727272727273,870.0872727272729
464,30,52.39,4,Month-to-month,Credit card,1591.06,1,51.324516129032254,615.8941935483871
465,1,39.78,0,One year,Mailed check,23.59,0,11.795,141.54
466,69,67.41,1,One year,Credit card,4699.1,0,67.13000000000001,805.5600000000002
467,12,44.62,1,Two year,Bank transfer,570.56,0,43.889230769230764,526.6707692307691
468,43,72.05,1,Month-to-month,Mailed check,3163.7,1,71.90227272727272,862.8272727272727
469,13,84.43,0,Two year,Mailed check,1064.47,0,76.03357142857143,912.4028571428572
470,67,17.27,0,Month-to-month,Bank transfer,1173.01,0,17.25014705882353,207.00176470588235
471,53,10.12,1,Month-to-month,Bank transfer,477.07,0,8.83462962962963,106.01555555555555
472,58,33.35,1,Month-to-month,Credit card,1967.62,0,33.34949152542373,400.19389830508476
473,31,108.4,0,Month-to-month,Credit card,3359.25,1,104.9765625,1259.71875
474,34,81.09,0,Month-to-month,Credit card,2771.11,0,79.17457142857143,950.0948571428571
475,46,28.92,2,Month-to-month,Credit card,1323.0,1,28.148936170212767,337.7872340425532
476,56,107.93,3,Month-to-month,Credit card,6031.53,0,105.81631578947368,1269.7957894736842
477,61,61.7,2,One year,Credit card,3720.29,0,60.00467741935484,720.0561290322581
478,2,62.37,1,One year,Mailed check,164.26,1,54.75333333333333,657.04
479,48,112.91,0,One year,Mailed check,5494.17,0,112.12591836734694,1345.5110204081634
480,8,16.54,1,Month-to-month,Mailed check,104.49,1,11.61,139.32
481,21,33.67,0,Month-to-month,Bank transfer,734.75,1,33.39772727272727,400.77272727272725
482,59,74.43,0,One year,Credit card,4412.98,0,73.54966666666665,882.5959999999998
483,18,31.5,0,Month-to-month,Credit card,567.4,0,29.86315789473684,358.35789473684207
484,57,84.75,2,Month-to-month,Bank transfer,4754.42,0,81.97275862068966,983.6731034482759
485,33,33.55,0,Month-to-month,Bank transfer,1042.07,0,30.649117647058823,367.78941176470585
486,17,20.91,1,One year,Credit card,316.42,1,17.57888888888889,210.9466666666667
487,24,32.77,2,Month-to-month,Bank transfer,679.53,0,27.1812,326.1744
488,38,56.5,3,One year,Bank transfer,2217.4,0,56.85641025641026,682.2769230769231
489,55,29.38,1,Month-to-month,Credit card,1634.29,1,29.18375,350.205
490,44,24.82,1,Month-to-month,Credit card,1090.58,0,24.23511111111111,290.8213333333333
491,67,104.63,0,Month-to-month,Credit card,6900.7,0,101.48088235294118,1217.770588235294
492,62,45.24,2,Month-to-month,Bank transfer,2713.69,1,43.074444444444445,516.8933333333333
493,54,49.68,0,Month-to-month,Mailed check,2682.6,0,48.77454545454545,585.2945454545454
494,43,16.08,0,One year,Bank transfer,789.96,0,17.953636363636363,215.44363636363636
495,21,49.31,1,Month-to-month,Bank transfer,1000.58,1,45.480909090909094,545.7709090909091
496,30,39.13,3,Month-to-month,Mailed check,1217.09,0,39.26096774193548,471.1316129032258
497,9,77.15,0,One year,Credit card,670.35,1,67.035,804.42
498,27,32.59,0,Month-to-month,Bank transfer,882.69,1,31.524642857142858,378.2957142857143
499,66,107.72,1,Month-to-month,Bank transfer,7170.25,0,107.01865671641791,1284.2238805970148
500,31,112.26,0,Month-to-month,Bank transfer,3462.76,0,108.21125,1298.535
501,9,20.98,1,Month-to-month,Credit card,154.31,1,15.431000000000001,185.17200000000003
502,47,21.81,2,Month-to-month,Mailed check,1095.97,0,22.832708333333333,273.9925
503,69,22.69,2,One year,Mailed check,1567.89,0,22.39842857142857,268.78114285714287
504,62,78.15,2,Month-to-month,Credit card,4899.86,1,77.77555555555556,933.3066666666666
505,20,23.42,1,One year,Credit card,434.14,0,20.673333333333332,248.07999999999998
506,33,103.76,0,Month-to-month,Credit card,3494.41,0,102.77676470588234,1233.3211764705882
507,38,92.97,0,One year,Bank transfer,3546.54,0,90.93692307692308,1091.2430769230768
508,18,100.18,1,One year,Bank transfer,1824.98,0,96.05157894736843,1152.6189473684212
509,20,67.87,2,Month-to-month,Credit card,1363.98,0,64.95142857142858,779.417142857143
510,17,119.63,1,Month-to-month,Mailed check,2008.44,1,111.58,1338.96
511,71,14.86,1,Month-to-month,Credit card,1054.98,0,14.6525,175.82999999999998
512,53,54.14,0,Two year,Bank transfer,2847.29,1,52.72759259259259,632.7311111111111
513,60,45.63,2,Two year,Credit card,2785.78,0,45.66852459016394,548.0222950819673
514,58,114.35,2,Month-to-month,Bank transfer,6622.15,1,112.23983050847457,1346.8779661016947
515,69,73.45,0,One year,Bank transfer,4993.22,0,71.33171428571428,855.9805714285715
516,8,98.68,0,Month-to-month,Credit card,705.47,0,78.38555555555556,940.6266666666667
517,63,28.74,0,Month-to-month,Credit card,1724.28,0,26.941875,323.3025
518,5,117.65,1,One year,Mailed check,619.15,1,103.19166666666666,1238.3
519,34,64.85,1,Month-to-month,Bank transfer,2147.32,1,61.352000000000004,736.224
520,43,64.3,2,Month-to-month,Mailed check,2779.9,0,63.179545454545455,758.1545454545454
521,26,116.8,1,One year,Bank transfer,3043.63,0,112.72703703703704,1352.7244444444445
522,11,51.88,2,Month-to-month,Bank transfer,567.44,0,47.28666666666667,567.44
523,14,53.73,1,One year,Credit card,774.14,1,51.60933333333333,619.312
524,59,74.32,1,Month-to-month,Bank transfer,4392.8,0,73.21333333333334,878.5600000000001
525,23,24.09,2,Month-to-month,Credit card,418.58,0,17.440833333333334,209.29000000000002
526,23,45.32,1,Month-to-month,Credit card,1026.18,1,42.7575,513.09
527,66,31.25,1,Two year,Credit card,2083.76,1,31.10089552238806,373.21074626865675
528,11,21.36,0,Month-to-month,Credit card,316.97,0,26.41416666666667,316.97
529,65,105.28,3,Month-to-month,Mailed check,6927.52,1,104.96242424242425,1259.5490909090909
530,66,74.83,3,One year,Mailed check,4870.62,0,72.69582089552239,872.3498507462687
531,43,49.45,3,Two year,Bank transfer,2108.86,0,47.928636363636365,575.1436363636363
532,12,54.95,0,Two year,Credit card,581.09,0,44.69923076923077,536.3907692307693
533,12,57.47,0,Month-to-month,Mailed check,765.63,1,58.894615384615385,706.7353846153846
534,21,79.65,2,Month-to-month,Bank transfer,1723.29,1,78.33136363636363,939.9763636363637
535,41,111.94,2,Month-to-month,Credit card,4607.07,0,109.69214285714285,1316.3057142857142
536,11,112.61,0,One year,Bank transfer,1247.01,1,103.9175,1247.01
537,33,53.06,2,Two year,Bank transfer,1820.01,0,53.52970588235294,642.3564705882353
538,9,46.22,4,One year,Credit card,476.55,0,47.655,571.86
539,39,59.62,1,Month-to-month,Bank transfer,2383.08,1,59.577,714.924
540,2,72.47,1,Month-to-month,Bank transfer,167.77,1,55.92333333333334,671.08
541,51,60.8,1,Month-to-month,Credit card,3083.34,0,59.295,711.54
542,4,82.46,1,Month-to-month,Credit card,368.2,1,73.64,883.6800000000001
543,14,70.98,0,Month-to-month,Bank transfer,1034.52,1,68.968,827.616
544,13,45.28,0,Month-to-month,Bank transfer,579.11,0,41.365,496.38
545,60,48.03,2,One year,Mailed check,2864.24,1,46.95475409836065,563.4570491803279
546,4,51.65,2,Two year,Mailed check,263.27,1,52.653999999999996,631.848
547,31,20.41,1,One year,Bank transfer,715.92,0,22.3725,268.46999999999997
548,42,28.27,0,Two year,Bank transfer,1149.87,0,26.741162790697672,320.89395348837206
549,37,89.54,1,One year,Bank transfer,3299.81,0,86.8371052631579,1042.0452631578946
550,49,52.8,4,One year,Bank transfer,2604.75,0,52.095,625.14
551,58,33.6,1,Month-to-month,Credit card,1973.13,0,33.44288135593221,401.3145762711865
552,28,71.89,0,One year,Bank transfer,1986.8,0,68.51034482758621,822.1241379310345
553,59,93.11,1,Month-to-month,Bank transfer,5587.67,1,93.12783333333333,1117.5339999999999
554,23,38.32,1,Month-to-month,Bank transfer,902.46,0,37.6025,451.23
555,70,100.95,1,Month-to-month,Mailed check,7093.07,1,99.90239436619719,1198.8287323943662
556,36,112.03,0,One year,Bank transfer,4121.02,0,111.37891891891893,1336.547027027027
557,53,75.71,0,One year,Credit card,3990.18,0,73.89222222222222,886.7066666666666
558,63,83.58,2,Two year,Credit card,5261.12,0,82.205,986.46
559,57,15.78,2,Two year,Credit card,836.79,0,14.427413793103447,173.12896551724137
560,61,114.01,3,Two year,Credit card,6945.99,0,112.03209677419355,1344.3851612903227
561,39,53.17,0,Month-to-month,Bank transfer,1999.18,0,49.9795,599.754
562,4,111.63,4,Two year,Credit card,483.91,1,96.78200000000001,1161.384
563,36,73.69,2,One year,Credit card,2673.84,0,72.26594594594594,867.1913513513514
564,13,10.51,0,Two year,Credit card,122.78,1,8.77,105.24
565,64,14.24,0,Month-to-month,Bank transfer,906.34,0,13.943692307692308,167.32430769230768
566,17,84.85,3,Month-to-month,Bank transfer,1480.52,0,82.25111111111111,987.0133333333333
567,17,71.89,1,Two year,Credit card,1165.34,0,64.74111111111111,776.8933333333333
568,18,12.92,1,Month-to-month,Credit card,242.77,1,12.777368421052632,153.3284210526316
569,46,91.78,1,Month-to-month,Credit card,4256.86,0,90.57148936170212,1086.8578723404255
570,41,103.74,1,Month-to-month,Credit card,4164.23,0,99.14833333333333,1189.78
571,68,64.61,4,Month-to-month,Credit card,4427.73,1,64.16999999999999,770.0399999999998
572,30,61.23,3,Month-to-month,Credit card,1753.2,1,56.55483870967742,678.658064516129
573,21,10.6,3,Two year,Credit card,216.72,0,9.850909090909092,118.2109090909091
574,4,96.53,1,Two year,Mailed check,327.95,1,65.59,787.08
575,1,46.38,0,Two year,Bank transfer,117.94,0,58.97,707.64
576,27,106.66,2,Month-to-month,Mailed check,2821.96,1,100.78428571428572,1209.4114285714286
577,66,51.04,3,Month-to-month,Credit card,3286.13,1,49.04671641791045,588.5605970149254
578,38,72.16,2,Month-to-month,Credit card,2748.75,0,70.48076923076923,845.7692307692307
579,64,39.74,0,Month-to-month,Mailed check,2522.67,0,38.810307692307696,465.7236923076923
580,8,27.66,2,Month-to-month,Credit card,146.05,0,16.227777777777778,194.73333333333335
581,7,95.24,2,One year,Bank transfer,692.97,1,86.62125,1039.455
582,60,64.62,0,Two year,Mailed check,3777.63,0,61.928360655737706,743.1403278688524
583,8,69.01,6,Month-to-month,Bank transfer,500.27,1,55.58555555555555,667.0266666666666
584,4,116.2,0,Month-to-month,Credit card,436.04,1,87.208,1046.496
585,29,115.99,2,Month-to-month,Bank transfer,3403.82,0,113.46066666666667,1361.528
586,66,104.12,1,Month-to-month,Credit card,6936.69,0,103.53268656716418,1242.39223880597
587,49,30.64,1,Month-to-month,Credit card,1556.5,0,31.13,373.56
588,8,75.37,1,Month-to-month,Credit card,595.3,1,66.14444444444445,793.7333333333333
589,60,106.6,0,Month-to-month,Mailed check,6274.63,1,102.86278688524591,1234.353442622951
590,60,51.19,2,Month-to-month,Bank transfer,3090.94,1,50.671147540983604,608.0537704918032
591,57,21.12,0,One year,Credit card,1277.37,0,22.02362068965517,264.28344827586204
592,65,99.21,1,Month-to-month,Credit card,6510.34,1,98.64151515151515,1183.6981818181819
593,18,62.99,2,Month-to-month,Bank transfer,1156.97,1,60.893157894736845,730.7178947368421
594,70,72.08,1,Month-to-month,Mailed check,4986.12,0,70.22704225352112,842.7245070422534
595,23,118.04,1,Month-to-month,Credit card,2688.65,1,112.02708333333334,1344.325
596,57,76.79,2,Month-to-month,Credit card,4473.72,0,77.13310344827586,925.5972413793104
597,42,56.75,1,One year,Mailed check,2312.66,0,53.782790697674415,645.393488372093
598,56,50.7,2,Two year,Mailed check,2781.81,0,48.80368421052631,585.6442105263158
599,45,55.94,3,One year,Mailed check,2564.43,1,55.74847826086956,668.9817391304348
600,46,23.02,1,Month-to-month,Credit card,1037.36,0,22.071489361702124,264.8578723404255
601,44,97.42,3,Month-to-month,Credit card,4227.39,1,93.94200000000001,1127.304
602,56,102.15,2,Month-to-month,Credit card,5796.8,0,101.69824561403509,1220.378947368421
603,53,41.28,1,Month-to-month,Credit card,2210.89,0,40.94240740740741,491.3088888888889
604,10,43.42,4,Two year,Mailed check,415.11,1,37.73727272727273,452.84727272727275
605,59,106.18,1,Month-to-month,Credit card,6207.33,0,103.4555,1241.466
606,39,12.64,0,Month-to-month,Bank transfer,595.33,0,14.88325,178.599
607,23,67.25,1,Month-to-month,Mailed check,1545.53,1,64.39708333333333,772.7649999999999
608,37,61.0,1,Month-to-month,Mailed check,2326.87,0,61.23342105263158,734.801052631579
609,69,85.91,1,Two year,Bank transfer,5972.47,1,85.321,1023.852
610,61,27.97,1,Month-to-month,Mailed check,1680.12,0,27.098709677419354,325.18451612903226
611,60,83.52,2,Month-to-month,Credit card,4985.55,0,81.73032786885246,980.7639344262295
612,33,51.44,3,Month-to-month,Credit card,1769.84,0,52.054117647058824,624.6494117647059
613,56,78.06,2,One year,Credit card,4444.49,0,77.97350877192981,935.6821052631578
614,28,14.41,1,Month-to-month,Mailed check,309.63,0,10.676896551724138,128.12275862068964
615,49,60.79,1,One year,Mailed check,3006.2,0,60.123999999999995,721.4879999999999
616,46,67.45,0,Month-to-month,Credit card,3096.64,1,65.8859574468085,790.631489361702
617,18,33.58,5,Month-to-month,Credit card,552.77,1,29.09315789473684,349.1178947368421
618,19,25.36,0,Two year,Credit card,494.93,0,24.7465,296.958
619,5,30.73,1,Month-to-month,Credit card,86.17,0,14.361666666666666,172.34
620,10,47.86,1,Month-to-month,Mailed check,455.28,0,41.3890909090909,496.66909090909087
621,31,20.65,0,Month-to-month,Credit card,600.23,1,18.7571875,225.08625
622,34,114.21,0,Month-to-month,Bank transfer,3858.15,1,110.23285714285714,1322.7942857142857
623,12,54.55,0,Month-to-month,Bank transfer,651.03,0,50.07923076923077,600.9507692307692
624,30,98.99,0,One year,Credit card,2918.92,1,94.15870967741935,1129.9045161290323
625,43,117.19,1,Month-to-month,Credit card,5117.83,1,116.31431818181818,1395.7718181818182
626,17,18.88,3,Month-to-month,Mailed check,345.62,1,19.20111111111111,230.41333333333333
627,25,81.68,1,Month-to-month,Bank transfer,2131.73,1,81.98961538461539,983.8753846153847
628,27,105.85,2,One year,Credit card,2849.95,0,101.78392857142856,1221.4071428571428
629,36,79.77,0,Month-to-month,Credit card,2844.28,0,76.87243243243243,922.4691891891891
630,27,57.19,2,Month-to-month,Mailed check,1632.05,0,58.2875,699.45
631,53,57.42,3,One year,Mailed check,3014.36,0,55.821481481481484,669.8577777777778
632,24,13.95,0,One year,Mailed check,325.89,0,13.035599999999999,156.42719999999997
633,31,68.81,0,Two year,Bank transfer,2169.11,0,67.7846875,813.41625
634,27,119.29,2,Month-to-month,Mailed check,3158.94,1,112.81928571428571,1353.8314285714287
635,13,115.46,1,Month-to-month,Credit card,1536.54,1,109.75285714285714,1317.0342857142857
636,49,14.44,1,Month-to-month,Bank transfer,736.73,0,14.7346,176.8152
637,17,87.64,2,One year,Credit card,1553.35,1,86.29722222222222,1035.5666666666666
638,22,43.19,0,Month-to-month,Bank transfer,994.68,1,43.24695652173913,518.9634782608696
639,57,109.33,1,Month-to-month,Mailed check,6296.81,0,108.56568965517242,1302.788275862069
640,68,14.96,0,Month-to-month,Mailed check,1011.76,0,14.6631884057971,175.9582608695652
641,48,112.95,1,One year,Bank transfer,5378.47,1,109.76469387755103,1317.1763265306122
642,66,102.12,1,One year,Bank transfer,6845.42,0,102.17044776119403,1226.0453731343282
643,61,22.93,1,Month-to-month,Mailed check,1322.4,0,21.32903225806452,255.94838709677424
644,35,16.58,0,Two year,Mailed check,508.97,0,14.138055555555557,169.6566666666667
645,55,101.82,1,Two year,Bank transfer,5628.36,0,100.50642857142857,1206.077142857143
646,24,27.13,1,Month-to-month,Credit card,732.37,1,29.2948,351.5376
647,33,68.84,0,Month-to-month,Credit card,2281.2,0,67.09411764705882,805.1294117647059
648,39,110.73,2,One year,Mailed check,4368.44,0,109.21099999999998,1310.5319999999997
649,69,72.42,0,Month-to-month,Bank transfer,4897.19,0,69.95985714285713,839.5182857142856
